Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,Volume,rsi,stocastic_oscillator,mfi,macd,ema,tema,vwap,obv,bbands_upper,bbands_lower,chaikin,BSE_Close,Label
2010-12-31,-0.17664582588560548,-0.11798861580646432,-0.11203047664473391,-0.06619625341125168,-0.07593496012228802,0.11963996556564668,0.3164087844711997,0.11018542100222084,0.1343952988387595,-0.09835917420601067,-0.09683294537591998,0.8912774448704219,0.11963996556564668,-0.15426502751450916,-0.10492905845685024,-0.7176046975655718,-0.6721114908826128,-0.10009333365912071,0.03635159484874729,-0.02503874517067786,-2.8831940915968133,-0.06977232758791424,-0.048830687729944804,0.3185363308050653,-0.7366018325989968,-1
2011-01-03,-0.03516637038495928,-0.07266373689049549,0.021536986902599458,-0.0009520872167222893,-0.027875633344274016,0.015440599163542932,0.027692252079640985,0.011364102183513964,-7.211582057291795e-05,-0.19535395543850043,-0.9529865290995267,0.27580682600115625,0.015440599163542932,0.11884977877728523,0.22222324187195733,-0.8235982676750786,-0.5504930669466114,-0.08756427409973626,0.026584212289839173,-0.030391236709408354,-2.8093164160674777,-0.09515310177216701,-0.04165954758870271,0.2713922501295394,-0.7284484548148739,-1
2011-01-04,0.02546768197246015,-0.03728822163900634,0.058068258983920484,0.04741858772060237,0.02361624436105255,0.03345990535587351,0.07720300778812883,0.029847540548331206,0.06458501459279034,0.34000685006550174,-0.9529865290995267,0.1762454023605397,0.03345990535587351,0.31511124480685554,0.5725285038095498,-0.6103133856342264,-0.4171883556452135,-0.07008293025542672,0.017278379159427086,-0.06378088617969255,-2.7260473871343454,-0.1362812329894261,-0.020109744295918688,0.3049335773450547,-0.7382290559943269,-1
2011-01-05,0.02546768197246015,-0.05939791867118674,-0.10518086312948581,-0.18318579279454641,-0.16222498627897244,0.3593811797631459,0.4122775930583076,0.33399156238130223,0.8814161932718423,1.7395029792771408,0.43263045508473136,-1.6792174927600407,0.3593811797631459,-0.5541010847725348,-0.603039711492268,-1.2176015633193213,-0.455506829976898,-0.08650636806398267,0.008184934508881572,-0.10096519404409353,-2.979180995597036,-0.2112438067840501,0.0026485790108985133,-0.4621469966183636,-0.7692388812002243,1
2011-01-06,-0.15306591663549757,-0.1942670705674877,-0.10860566988710921,-0.18318579279454641,-0.17143585392500155,-0.024385433547937468,-0.031098995057612742,-0.029005795601428696,-0.03350311742452091,0.06161923120342051,-0.9079258141667053,-0.24010236922749298,-0.024385433547937468,-0.5541010847725348,-0.2902469915898124,-1.1845769605636791,-0.47967263479811,-0.10074001416473143,-0.0008470818862780671,-0.1341885451200765,-2.9260599654053485,-0.25091245686755376,0.006866288066213725,-0.23284800597017885,-0.78749767717714,1
2011-01-07,-0.19910288231427944,-0.18100125234817896,-0.11659688565489888,-0.19106008871457641,-0.1736342200358474,-0.024133156272954672,-0.025726078967274597,-0.02879806049377992,-0.019534200639679564,0.32426094402126643,-0.6938874182358036,0.06763294020713988,-0.024133156272954672,-0.5819316589125757,-0.16200681819797744,-1.0339780352518928,-0.4975345291258804,-0.1141539751787886,-0.009917190946768855,-0.14949016342027427,-2.9793124781868663,-0.26590811014753385,-0.0007251013795584894,-0.1175187473991085,-0.8648464937885298,1
2011-01-10,-0.19910288231427944,-0.2583851919608104,-0.2627219739801856,-0.2821769415034891,-0.299040491252448,0.07115777076888409,0.2535323449346806,0.05779515662533661,0.18917934143595513,1.0384952421877824,-0.04050705170989324,-0.6655011793283089,0.07115777076888409,-0.8975253273188355,-0.8982310095132428,-0.9628105556179342,-0.5637427689429008,-0.13825496318136266,-0.019294502194911294,-0.16190750718320993,-3.082228988154149,-0.2647224792811653,-0.028922434487666456,-0.01889612633029892,-0.9382347396672165,1
2011-01-11,-0.2238056443858213,-0.1942670705674877,-0.1736769982819642,-0.18768539046313443,-0.17754189698502112,0.06896274882782882,0.1406567027723702,0.05898087479839327,0.1692653956383274,0.8778870005365815,-0.2658106263740002,0.29390890302672285,0.06896274882782882,-0.4344439270778775,-0.13473925555666505,-0.8136501484787915,-0.5478089861147147,-0.14620487339602664,-0.02888093245252929,-0.17369894475326414,-2.9804564859836984,-0.27762198889275713,-0.03339711567674279,0.07885987380405876,-0.9425938781360951,1
2011-01-12,-0.17776867870703944,-0.21527128274805885,-0.17139379377688108,-0.19668458580031173,-0.21519542501505118,-0.02866273301537427,-0.08243032563968623,-0.0336248523282373,-0.03844227109073149,0.07484579228057826,-0.5023793797713128,-0.1495919840996598,-0.02866273301537427,-0.4685061950461378,-0.2074527559334872,-0.7213053991672678,-0.5342001644023856,-0.154326949174536,-0.038602234660051124,-0.1785125330574824,-3.031348261037379,-0.28406520070185626,-0.03919422096618098,0.1297069171021164,-0.8895937842106638,-1
2011-01-13,-0.17776867870703944,-0.17657931294174314,-0.14171213521080814,-0.16068780445160508,-0.160043376179218,0.030729114502112388,0.03812725440385143,0.023281616630053948,0.007364949195547909,-0.3269897299683078,-0.4009927711724645,0.14004124830940642,0.030729114502112388,-0.28839540714907663,0.08340124557378126,-0.7519651539106128,-0.4936550818424876,-0.156437467146044,-0.04829053394003353,-0.17948868865667061,-2.9495024734713557,-0.28925093039521665,-0.04078651495686867,0.14287260572770888,-0.9447153882908554,-1
2011-01-14,-0.17664582588560548,-0.1334654037289916,-0.12344649917014698,-0.16406250270304704,-0.12525567217488073,0.036435985194451695,0.0965632674194299,0.029447922341535124,0.05317962593361809,0.15042614129290818,-0.14189366030874143,0.10383709425827316,0.036435985194451695,-0.3031534339142909,0.05613368293246886,-0.5963125484049797,-0.45776692906738736,-0.15872864031852632,-0.05782362123577914,-0.17638438653036542,-3.0343225841844235,-0.2881825526693797,-0.03129936327978178,0.056178075303823766,-0.9953021074988158,-1
2011-01-17,-0.1732772674213049,-0.1854231917546148,-0.15084495323113806,-0.11906652601716435,-0.11905683416147776,-0.01982371067075552,-0.04375421064229349,-0.023941067531934913,-0.008011745687392104,0.4225153977372952,-0.4009927711724645,0.438725519231256,-0.01982371067075552,-0.06399541518892446,0.3080920550482211,-0.23391556551301596,-0.39485498459532853,-0.15455355577234392,-0.06699445577378119,-0.155714303818693,-2.9788240622506827,-0.2946165257868702,0.005524553912686055,0.2122634529203308,-0.9918797601263806,-1
2011-01-18,-0.13173171302825756,-0.18100125234817896,-0.11659688565489888,-0.14043961494295837,-0.13782091917414616,-0.06949531245372507,-0.16364572670769006,-0.07134373656216003,-0.07025596830125998,0.8275001011950286,-0.6938874182358036,-0.06813263748460993,-0.06949531245372507,-0.1700333680591437,0.12189065429278673,-0.7687531259834722,-0.35413402334053673,-0.15386151394776143,-0.07571753159910889,-0.14749381129102793,-3.0084345970722954,-0.29345285961789536,0.0071254211115617675,0.18037926325855733,-0.9589586927840206,1
2011-01-19,-0.2664740516003013,-0.19979449482553283,-0.1736769982819642,-0.1786861951259584,-0.13806738688550405,-0.021835639409468713,-0.18029732616121735,-0.026124825038093904,0.09283303655696935,2.378156928431327,-0.32213652004002696,0.7102566746147556,-0.021835639409468713,-0.36031712848563696,-0.21131185232220268,-0.7067635666418712,-0.3421055532865222,-0.15849839713443967,-0.08403383588578761,-0.14696055169266625,-3.0628845362466985,-0.2935249562523916,0.009911157677589372,0.15846086264840326,-0.9768047985459205,1
2011-01-20,-0.2664740516003013,-0.05497597926475091,-0.1736769982819642,-0.03919866739972232,-0.04791057163964392,0.27010367640891636,0.43172666122002745,0.25572648105069823,0.40425099995358527,0.3274101252301133,1.1536018940098736,1.8325854501998868,0.27010367640891636,0.38029340658091443,1.0038972894501181,-0.5358678464590271,-0.23848808526428333,-0.14341864854632722,-0.09162156266084244,-0.14303093150096882,-2.8562808316581703,-0.28768326132390337,0.007570449423191531,0.3783542150856549,-0.9660999595845485,-1
2011-01-21,-0.07783477759944057,-0.12572700976772797,-0.044675943744797095,-0.07857014699986968,-0.08734458727333692,0.034340662859760805,0.3048636755167541,0.028282887704548718,0.03130463331501605,-0.0832431044035446,-0.8403347417674732,-0.004775367895126685,0.034340662859760805,0.17174491032448894,0.6608947091111559,-0.6476183103795855,-0.17922245016762126,-0.1357402050703381,-0.09838702425986456,-0.14649334318670995,-2.9400088962996573,-0.3067849395659968,0.016827580761342397,0.20809216724675272,-0.9722212695799037,-1
