Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,Volume,rsi,stocastic_oscillator,mfi,macd,ema,tema,vwap,obv,bbands_upper,bbands_lower,chaikin,BSE_Close,Label
2004-05-03,2.218187793249811,2.2515823519659977,2.226494769846123,2.251707496625184,2.2132527772493633,-0.44186865460315755,-0.6779510477676707,1.0646766816316102,-0.11481245226290965,2.4084318109946783,2.2961348729877975,1.3393265542117574,-0.44186865460315755,-0.19888927273846135,0.3732240386612366,-0.005638558513360623,-0.09095009981456295,2.263350483719614,2.290015640792553,2.2748638141949926,-1.285721852401654,2.037635580822724,2.348508972962011,0.1910737991316633,-1.6594504913270012,-1
2004-05-04,2.233665958405184,2.2072769273708235,2.2302561211991176,2.2063945773743425,2.202177482576377,-0.6144490089250022,-0.9271879017613206,0.25296623472973834,-0.3038090187840311,2.9315697884769567,0.9386279667410073,-0.9612312559576204,-0.6144490089250022,-0.6900769806827338,-0.5071229847444428,-0.37949229525374345,-0.11030809543897713,2.2581582641337734,2.287696796745693,2.2707549361906665,-1.2897724931217815,2.034297793349096,2.341455393995281,-0.045547015521183905,-1.6521006446375528,-1
2004-05-05,2.218187793249811,2.1767214621327726,2.2202258509244666,2.1887642947989296,2.2050418118945028,-0.6193881286888575,-0.9912658277272468,0.2309442149370841,-0.3015939381146325,3.0847744818824805,0.3506631920608689,-1.0431849692969875,-0.6193881286888575,-0.8627081939970138,-0.8230208678125406,-0.3849087472051152,-0.138034398873476,2.251283891682426,2.2852601090389597,2.2596813988272273,-1.2937444575746164,2.0293740455859592,2.3324873227357217,-0.15190056189330578,-1.647484524709045,-1
2004-05-06,2.22437905931196,2.1828325551803824,2.1982846346986675,2.173917741051214,2.1754479993762423,-0.5850522923702572,-0.8584607887379297,0.37929730514923493,-0.27280308100776884,2.7802334449910115,1.1288518644316403,-1.8393067560222685,-0.5850522923702572,-1.0056410494091028,-1.1188712470419804,-0.6231349862527645,-0.16973422342797298,2.2433265663843533,2.2826363828719143,2.2533603816648924,-1.2982633647146247,2.0240061420420625,2.3220223804368287,-0.21289091941953586,-1.639076423066724,-1
2004-05-07,2.160918582174932,2.127832717751891,2.1199231481779566,2.1106652360218825,2.110492356911592,-0.8060995646087639,-0.806309038267239,-0.6491398713932077,-0.6151091878278718,0.16142964104698876,1.734109720720018,-1.8334529193551707,-0.8060995646087639,-1.5339768487069312,-1.3968082967123896,-0.6342860595878435,-0.24360441110741368,2.2279113619733364,2.279644029619823,2.2502218993917515,-1.2992611638219456,2.035587002300561,2.288050201949188,-0.08046195902909425,-1.649448504012644,-1
2004-05-10,2.0819799398825305,2.045332961609153,2.020090614350571,2.023287081152513,2.0472299945159462,-0.48150061372819347,-0.5649555884145074,0.7877343192934207,-0.16869948114135086,2.3748015124422457,2.1534669497198227,-2.1554139360455418,-0.48150061372819347,-2.0678103266989,-1.4098671227902793,-0.6757113982681221,-0.3693184913507675,2.2027834165907096,2.2759800745054477,2.219603785159845,-1.30542956721573,2.0545955148873936,2.2277206659159807,-0.07623628013838384,-1.6628972099723907,-1
2004-05-11,2.001493481074592,1.9628332054664153,1.8221494993992555,1.819920225129113,1.8277166756337468,-0.5631260666676968,-0.010893774305347227,0.32955684829688314,-0.3719365936222236,1.022738953973168,5.279191450409088,-6.8092140863881765,-0.5631260666676968,-2.7980023066910698,-1.6448746751357581,-0.9789555518989672,-0.6286715388467884,2.153616388614151,2.2710003796159484,2.183922605893125,-1.310297741771101,2.1201158689272788,2.0882620800442053,-0.2418372827218097,-1.6900854942029528,-1
2004-05-12,1.806468600116895,1.7947781466571346,1.7752893304598703,1.8015166845460073,1.7990853704167231,-0.684291050760047,-0.8002448812357633,-0.1785737768827584,-0.44535440409037824,1.9556683471498972,1.816251858359155,-0.12998644922975372,-0.684291050760047,-2.844581546977629,-1.4921846552640055,-0.8138745177738583,-0.8391505656816899,2.108526373065837,2.2643171917110667,2.159491573247992,-1.3132358540621996,2.1477276719048297,1.9893078744841954,0.04970500507319369,-1.686248580993934,-1
2004-05-13,1.7105039761535836,1.8864445423712877,1.6999055804269467,1.8537889258660898,1.8144135965291552,-0.6922733615082286,-0.6496516482874509,-0.2073812561886379,-0.49634971437619047,0.9741618560640991,6.489707162985844,5.477989077849799,-0.6922733615082286,-2.2532301159703527,-0.8449757013076685,-0.6428479623410425,-0.951385893361113,2.076488392028142,2.2559022089895078,2.1403596460693364,-1.310424893661329,2.1448360770685735,1.9323108946663834,0.1808216494724723,-1.6813865202495628,-1
2004-05-14,1.8776681598316098,1.8895000888950928,1.7441014588246275,1.751718868850543,1.798436284579482,-0.7578244347343943,-0.6864408676117366,-0.47949940971622973,-0.5712453989784596,0.4659706779384578,5.357010317646165,-4.707686722900118,-0.7578244347343943,-2.568533888777872,-1.398956871727105,-0.7474166406423455,-1.1110563143396464,2.034975332893825,2.2455960626738993,2.1237127873546164,-1.3121916773657376,2.1445940932290757,1.8562284392129886,0.035717032428896955,-1.7203586803017212,-1
