Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2004-01-01,392.0,397.6,390.0,393.05,394.07450606329,391042.0,3593.0,154099683.0,44742.0,11.44,7.6,1.05
2004-01-02,397.25,397.25,391.5,394.6,394.81103746162,281061.0,1947.0,110965985.0,112301.0,39.96,5.75,-2.65
2004-01-05,396.0,400.5,388.0,392.1,394.0570318898,407842.0,2886.0,160713008.0,130790.0,32.07,12.5,-3.9
2004-01-06,396.0,398.0,387.3,389.05,394.15757621881,302222.0,2103.0,119123091.0,145395.0,48.11,10.7,-6.95
2004-01-07,390.8,394.0,380.3,391.95,386.0383270318,140971.0,1404.0,54420209.0,44487.0,31.56,13.7,1.15
2004-01-08,391.0,405.9,391.0,403.0,402.23316847823,325134.0,2494.0,130779679.0,97494.0,29.99,14.9,12.0
2004-01-09,406.9,426.0,404.0,423.2,418.05778779741,939489.0,5748.0,392760693.0,365158.0,38.87,22.0,16.3
2004-01-12,414.0,427.0,405.5,409.6,416.15993194952,225127.0,2165.0,93688837.0,27028.0,12.01,21.5,-4.4
2004-01-13,410.0,431.75,407.1,429.35,417.34609579634,353145.0,3579.0,147383687.0,53787.0,15.23,24.65,19.35
2004-01-14,431.0,440.25,431.0,438.95,436.18157688586,434020.0,3400.0,189311528.0,139095.0,32.05,9.25,7.95
2004-01-15,439.9,444.8,418.1,420.0,436.61389552236,472771.0,3917.0,206418388.0,93163.0,19.71,26.7,-19.9
2004-01-16,423.0,428.0,401.55,403.15,416.00936979077,952636.0,4437.0,396305502.0,599778.0,62.96,26.45,-19.85
2004-01-19,406.0,415.0,389.0,413.0,402.75681987624,961711.0,6022.0,387335664.0,343869.0,35.76,26.0,7.0
2004-01-20,416.9,424.85,393.0,396.55,407.86997456332,650242.0,5074.0,265214188.0,166046.0,25.54,31.85,-20.35
2004-01-21,398.0,398.0,362.0,365.8,385.52676019415,747659.0,4316.0,288242552.0,212755.0,28.46,36.0,-32.2
2004-01-22,370.0,388.0,358.0,362.85,371.96512380944,674787.0,5007.0,250997230.0,219628.0,32.55,30.0,-7.15
2004-01-23,368.7,414.9,365.0,408.7,383.98677170873,479427.0,3918.0,184093626.0,100050.0,20.87,49.9,40.0
2004-01-27,410.0,424.0,405.0,422.1,416.59824905256,268883.0,3212.0,112016187.0,34330.0,12.77,19.0,12.1
2004-01-28,424.0,427.0,394.1,405.65,411.1059143802,480473.0,4541.0,197525292.0,92232.0,19.2,32.9,-18.35
2004-01-29,407.0,417.0,393.55,405.5,406.22584466654,504785.0,4753.0,205056713.0,111298.0,22.05,23.45,-1.5
2004-01-30,409.4,420.4,391.5,411.55,409.23420199966,1367230.0,9879.0,559517278.0,184129.0,13.47,28.9,2.15
2004-02-03,416.0,430.1,408.0,414.5,419.03013081724,1255492.0,10071.0,526088977.0,244027.0,19.44,22.1,-1.5
2004-02-04,417.0,442.0,415.0,440.7,430.71574722038,1202771.0,10363.0,518052410.0,230479.0,19.16,27.0,23.7
2004-02-05,439.0,460.0,432.55,443.3,447.36682775395,1289777.0,10875.0,577003445.0,181177.0,14.05,27.45,4.3
2004-02-06,445.0,448.5,428.2,441.35,437.65524037914,948252.0,7777.0,415007457.0,129648.0,13.67,20.3,-3.65
2004-02-09,443.6,456.4,443.0,452.75,450.55342524702,1208380.0,8912.0,544439748.0,220395.0,18.24,13.4,9.15
2004-02-10,456.65,456.65,434.0,443.9,445.2059841227,774817.0,6773.0,344953165.0,112235.0,14.49,22.65,-12.75
2004-02-11,448.0,449.8,440.75,447.95,445.74917501691,796683.0,6187.0,355120790.0,174733.0,21.93,9.05,-0.05
2004-02-12,450.0,466.0,449.95,462.9,458.43847972298,2102380.0,13058.0,963811891.0,478549.0,22.76,16.05,12.9
2004-02-13,464.7,464.7,455.95,463.15,460.81074868972,751366.0,5993.0,346237529.0,176201.0,23.45,8.75,-1.55
